  7, 15, 17, 13, 28, 15, 11, 32, 43, 9, 8, 15, 81, 22, 5, 11, 153, 6, 1, 2, 9, 5, 25, 72, 36, 3, 2, 4, 2, 27, 94, 20, 6, 12, 11, 17, 20, 37, 55, 6, 61, 25, 13, 73, 59, 39, 19, 12, 153, 55, 6, 11, 5, 3, 4, 29, 52, 12, 12, 17, 3, 1, 0, 1, 0, 0, 0, 0, 3, 112, 153, 1, 19, 1, 0, 6, 20, 153, 153, 52, 153, 6, 0, 1, 1, 11, 85, 153, 29, 2, 2, 6, 14, 5, 0, 11, 2, 1, 0, 1, 2, 19, 39, 1, 1, 0, 0, 0, 0, 36, 95, 8, 2, 0, 0, 0, 1, 7, 44, 38, 1, 0, 0, 0, 8, 7, 0, 3;
  17, 1, 1, 22, 117, 19, 2, 2, 128, 2, 1, 4, 22, 6, 1, 25, 98, 1, 0, 2, 64, 20, 1, 14, 128, 3, 0, 1, 1, 0, 0, 8, 34, 0, 0, 41, 128, 1, 0, 6, 128, 2, 0, 2, 27, 7, 1, 29, 113, 8, 1, 6, 96, 23, 1, 7, 128, 15, 0, 0, 2, 1, 0, 1, 36, 0, 0, 10, 109, 3, 0, 5, 128, 18, 1, 14, 23, 1, 0, 6, 88, 29, 3, 47, 89, 1, 0, 0, 128, 73, 5, 1, 1, 0, 0, 0, 30, 1, 0, 2, 83, 1, 0, 2, 121, 4, 0, 6, 28, 2, 0, 8, 60, 14, 1, 20, 81, 5, 0, 1, 115, 65, 8, 0, 0, 0, 0, 0;
  40, 3, 0, 9, 34, 7, 10, 40, 6, 3, 7, 3, 10, 30, 21, 17, 107, 25, 8, 1, 1, 2, 11, 86, 115, 12, 0, 1, 2, 2, 2, 55, 90, 29, 19, 15, 13, 3, 3, 11, 28, 21, 45, 82, 10, 18, 12, 8, 142, 33, 12, 9, 1, 1, 4, 79, 103, 0, 0, 0, 4, 11, 4, 63, 10, 59, 98, 16, 0, 0, 0, 0, 67, 39, 88, 72, 0, 0, 0, 2, 142, 110, 11, 4, 0, 0, 0, 16, 94, 70, 27, 0, 0, 6, 2, 9, 0, 9, 40, 3, 1, 1, 1, 0, 16, 69, 33, 2, 0, 1, 1, 1, 51, 142, 76, 0, 0, 0, 0, 0, 7, 142, 142, 0, 0, 0, 0, 0;
  0, 0, 43, 61, 0, 0, 85, 91, 15, 1, 20, 20, 0, 0, 129, 149, 66, 4, 4, 0, 0, 0, 99, 149, 6, 1, 1, 6, 1, 0, 90, 131, 0, 0, 0, 0, 0, 0, 124, 132, 77, 6, 0, 0, 0, 0, 51, 104, 149, 28, 0, 0, 0, 0, 2, 46, 32, 6, 1, 6, 7, 4, 1, 4, 1, 1, 1, 0, 1, 2, 8, 7, 85, 8, 1, 0, 0, 0, 0, 15, 149, 10, 0, 0, 0, 0, 0, 20, 40, 2, 0, 5, 7, 1, 0, 1, 1, 4, 8, 1, 1, 0, 0, 0, 54, 28, 7, 2, 1, 0, 0, 1, 149, 38, 0, 0, 0, 0, 0, 1, 34, 4, 0, 2, 9, 1, 0, 0;
  22, 1, 0, 7, 114, 4, 0, 2, 123, 20, 1, 9, 19, 1, 0, 3, 68, 29, 3, 41, 85, 1, 0, 0, 123, 87, 6, 2, 2, 0, 0, 0, 27, 1, 0, 1, 123, 6, 0, 2, 123, 7, 0, 4, 33, 4, 0, 9, 74, 15, 1, 18, 123, 14, 0, 2, 123, 78, 8, 1, 3, 1, 0, 0, 27, 0, 0, 1, 123, 4, 0, 2, 123, 10, 0, 0, 32, 4, 0, 6, 65, 5, 0, 1, 123, 20, 0, 2, 123, 16, 0, 0, 5, 1, 0, 1, 14, 3, 0, 1, 106, 7, 0, 0, 112, 33, 1, 3, 17, 1, 0, 0, 43, 11, 1, 17, 97, 7, 0, 0, 123, 10, 0, 1, 5, 1, 0, 2;
  2, 0, 0, 7, 125, 2, 0, 1, 94, 3, 0, 2, 52, 6, 1, 21, 21, 0, 0, 1, 118, 24, 1, 6, 96, 1, 0, 0, 22, 2, 0, 3, 4, 1, 0, 4, 125, 5, 0, 0, 125, 9, 0, 4, 70, 1, 0, 2, 36, 2, 0, 15, 125, 5, 0, 1, 125, 1, 0, 4, 29, 0, 0, 9, 4, 0, 0, 1, 125, 68, 7, 2, 125, 7, 0, 4, 75, 9, 1, 26, 31, 2, 0, 22, 125, 2, 0, 5, 125, 1, 0, 3, 23, 0, 0, 8, 4, 0, 0, 0, 125, 59, 3, 4, 78, 0, 0, 0, 69, 19, 3, 51, 16, 1, 0, 9, 125, 10, 1, 8, 118, 1, 0, 3, 13, 0, 0, 15;
  137, 7, 0, 3, 18, 1, 0, 5, 62, 14, 2, 43, 107, 3, 0, 2, 137, 102, 4, 10, 20, 1, 0, 0, 40, 94, 57, 0, 0, 0, 0, 0, 137, 1, 0, 0, 24, 2, 0, 16, 73, 2, 0, 4, 137, 19, 0, 6, 137, 30, 1, 1, 33, 4, 0, 1, 63, 37, 22, 0, 0, 0, 0, 0, 137, 18, 0, 1, 20, 1, 0, 2, 63, 11, 0, 7, 137, 12, 0, 1, 137, 10, 0, 1, 35, 5, 0, 3, 77, 3, 0, 0, 0, 0, 0, 2, 88, 26, 2, 3, 13, 0, 0, 2, 41, 19, 5, 47, 83, 1, 0, 1, 137, 7, 1, 9, 19, 0, 0, 9, 58, 1, 0, 0, 0, 0, 1, 5;
  0, 0, 1, 7, 46, 0, 0, 0, 13, 0, 0, 19, 139, 3, 1, 8, 79, 0, 0, 2, 44, 14, 5, 55, 10, 0, 0, 4, 93, 22, 2, 5, 0, 0, 0, 4, 72, 2, 1, 0, 33, 3, 0, 11, 139, 2, 0, 2, 139, 6, 0, 2, 64, 7, 0, 12, 19, 0, 0, 5, 139, 13, 0, 2, 0, 0, 0, 1, 71, 43, 22, 0, 38, 3, 0, 6, 139, 17, 0, 2, 139, 10, 0, 10, 72, 1, 0, 7, 25, 1, 0, 26, 139, 0, 0, 1, 0, 0, 0, 0, 60, 100, 45, 0, 26, 0, 0, 1, 139, 78, 3, 16, 98, 2, 0, 5, 68, 9, 1, 48, 22, 0, 0, 12, 129, 3, 0, 3;
  25, 12, 0, 1, 16, 1, 0, 3, 29, 2, 0, 4, 165, 15, 1, 5, 165, 3, 0, 2, 35, 8, 2, 39, 26, 1, 0, 6, 34, 27, 2, 11, 59, 8, 0, 2, 20, 2, 0, 2, 45, 5, 1, 11, 165, 9, 0, 2, 165, 20, 0, 3, 51, 4, 1, 12, 48, 2, 0, 2, 44, 35, 2, 6, 39, 6, 1, 4, 20, 2, 1, 18, 36, 3, 2, 16, 165, 17, 0, 7, 165, 13, 1, 3, 42, 8, 0, 22, 51, 2, 0, 17, 43, 3, 0, 1, 12, 11, 2, 2, 22, 3, 2, 20, 17, 10, 2, 20, 165, 6, 0, 2, 165, 53, 2, 10, 37, 1, 0, 1, 41, 6, 0, 13, 52, 1, 0, 0;
  52, 1, 0, 0, 46, 8, 0, 11, 43, 1, 0, 1, 164, 61, 2, 9, 164, 9, 0, 2, 14, 9, 2, 15, 19, 3, 2, 21, 13, 11, 2, 2, 44, 3, 0, 0, 53, 3, 0, 15, 43, 10, 0, 16, 164, 17, 1, 2, 164, 20, 0, 6, 35, 4, 2, 12, 19, 1, 1, 17, 40, 7, 1, 3, 43, 36, 2, 5, 46, 3, 0, 2, 49, 4, 1, 10, 164, 27, 0, 2, 164, 13, 0, 2, 46, 6, 1, 7, 22, 2, 0, 2, 58, 9, 0, 1, 34, 30, 2, 10, 23, 1, 0, 5, 30, 8, 3, 33, 164, 5, 0, 1, 164, 20, 1, 5, 33, 2, 0, 3, 19, 2, 0, 3, 24, 12, 0, 1;
